landmark_0,landmark_1,landmark_2,landmark_3,landmark_4,landmark_5,landmark_6,landmark_7,landmark_8,landmark_9,landmark_10,landmark_11,landmark_12,landmark_13,landmark_14,landmark_15,landmark_16,landmark_17,landmark_18,landmark_19,landmark_20,landmark_21,landmark_22,landmark_23,landmark_24,landmark_25,landmark_26,landmark_27,landmark_28,landmark_29,landmark_30,landmark_31,landmark_32,landmark_33,landmark_34,landmark_35,landmark_36,landmark_37,landmark_38,landmark_39,landmark_40,landmark_41,class
0.15899956226348877,0.6663573384284973,0.23537059128284454,0.6427633166313171,0.28718799352645874,0.5562105774879456,0.2999686300754547,0.46954163908958435,0.2848774194717407,0.4119839668273926,0.2493763118982315,0.45890992879867554,0.25516146421432495,0.39004752039909363,0.2512725293636322,0.4666936993598938,0.24573664367198944,0.4997566044330597,0.2027282863855362,0.4556521475315094,0.20894752442836761,0.3958091139793396,0.2124132663011551,0.4874306917190552,0.20687520503997803,0.5080865025520325,0.1559094339609146,0.46766749024391174,0.16141705214977264,0.4097752869129181,0.17216402292251587,0.49716198444366455,0.17010363936424255,0.5194836258888245,0.10744762420654297,0.48738718032836914,0.11563736200332642,0.4420425295829773,0.13166658580303192,0.4990212917327881,0.13277935981750488,0.5207691192626953,A
0.7304180860519409,0.6399245262145996,0.641664445400238,0.6148533821105957,0.5718246102333069,0.5245697498321533,0.5434790849685669,0.42679673433303833,0.547046422958374,0.3461935520172119,0.6098684668540955,0.41273191571235657,0.5760927796363831,0.34591612219810486,0.5855652689933777,0.43982237577438354,0.6032687425613403,0.46243032813072205,0.6573970317840576,0.40686213970184326,0.6222173571586609,0.34979504346847534,0.6281822323799133,0.46127790212631226,0.6496851444244385,0.4676014184951782,0.706775426864624,0.41357535123825073,0.6758313179016113,0.36624467372894287,0.6759810447692871,0.4756958782672882,0.696829617023468,0.48390623927116394,0.7593900561332703,0.42641931772232056,0.7257539629936218,0.39548951387405396,0.7172288298606873,0.4674322009086609,0.73393714427948,0.47802847623825073,A
0.28873196244239807,0.6209825277328491,0.352409690618515,0.6029240489006042,0.3988230228424072,0.5183501243591309,0.410077303647995,0.444521427154541,0.40441519021987915,0.3879576027393341,0.3672035038471222,0.42480137944221497,0.3756484091281891,0.3687376379966736,0.3729346990585327,0.43474215269088745,0.36691930890083313,0.46832406520843506,0.3255689740180969,0.42143815755844116,0.3353021740913391,0.37291207909584045,0.3362157940864563,0.4506315588951111,0.32939380407333374,0.4737018048763275,0.2812654376029968,0.4299277365207672,0.2918095886707306,0.3874974548816681,0.29849302768707275,0.460365891456604,0.2933415174484253,0.48046255111694336,0.23491573333740234,0.44529712200164795,0.24873831868171692,0.4118765890598297,0.2589166462421417,0.4607226252555847,0.25521552562713623,0.47871631383895874,A
0.7914880514144897,0.5214604139328003,0.6986173391342163,0.4909135401248932,0.6346920728683472,0.4041666090488434,0.6128702759742737,0.3020610809326172,0.6134588718414307,0.22486262023448944,0.6646558046340942,0.296014666557312,0.6482703685760498,0.22483055293560028,0.6569555997848511,0.31161436438560486,0.6679204702377319,0.3395242989063263,0.7161288857460022,0.2926771938800812,0.7000045776367188,0.22622284293174744,0.701356053352356,0.3302242159843445,0.7105239033699036,0.34446462988853455,0.7673671245574951,0.30099937319755554,0.7535676956176758,0.2434639185667038,0.7489086389541626,0.3449825644493103,0.7574271559715271,0.3614652752876282,0.8219993710517883,0.31586742401123047,0.8005933165550232,0.27539822459220886,0.7911003232002258,0.34403324127197266,0.7985258102416992,0.36266079545021057,A
0.30701395869255066,0.6184514760971069,0.3719608783721924,0.598050594329834,0.41734778881073,0.5149098038673401,0.4293009042739868,0.44146332144737244,0.4246208667755127,0.38503584265708923,0.38944709300994873,0.42246362566947937,0.3976246416568756,0.3650287687778473,0.3945275545120239,0.4306589961051941,0.38928520679473877,0.4653315544128418,0.34821993112564087,0.41806700825691223,0.35653311014175415,0.36772674322128296,0.3568388819694519,0.44490665197372437,0.3508773148059845,0.4709085524082184,0.3040562570095062,0.42598995566368103,0.3111007809638977,0.3775459825992584,0.31826701760292053,0.4516012966632843,0.3156042695045471,0.4766550362110138,0.25721850991249084,0.44166141748428345,0.2655230760574341,0.40517544746398926,0.2775217890739441,0.45497366786003113,0.2781681716442108,0.47717687487602234,A
0.729152262210846,0.506381630897522,0.6317917704582214,0.4695730209350586,0.5683479309082031,0.3841294050216675,0.5457919836044312,0.28950631618499756,0.546817421913147,0.21423596143722534,0.6012657284736633,0.27987533807754517,0.5792099833488464,0.2118961066007614,0.5877314209938049,0.29422399401664734,0.6005010604858398,0.3255811929702759,0.650758683681488,0.2751805782318115,0.6293524503707886,0.2106364220380783,0.6319915056228638,0.3101865351200104,0.6449141502380371,0.3298092484474182,0.702271044254303,0.28130123019218445,0.6824397444725037,0.22428926825523376,0.6791521906852722,0.32314687967300415,0.6904163360595703,0.3448302149772644,0.7575550675392151,0.2956770360469818,0.7306706309318542,0.2524757981300354,0.7210089564323425,0.32054901123046875,0.730408787727356,0.34300050139427185,A
0.3271535634994507,0.6145544052124023,0.39153242111206055,0.5929245948791504,0.4369348883628845,0.5100500583648682,0.4496155083179474,0.43817973136901855,0.4460938572883606,0.38210123777389526,0.4098798632621765,0.41919201612472534,0.4180620312690735,0.3634691536426544,0.4156557023525238,0.4301050007343292,0.4105296730995178,0.4625008702278137,0.36941829323768616,0.41444748640060425,0.3790508210659027,0.36648404598236084,0.3795522451400757,0.4448797404766083,0.372419536113739,0.46790221333503723,0.32572081685066223,0.42233818769454956,0.3351195156574249,0.37586650252342224,0.34238409996032715,0.45036035776138306,0.3377639651298523,0.47254320979118347,0.2796330451965332,0.43755006790161133,0.2925066351890564,0.40576034784317017,0.3039722740650177,0.4549580514431,0.3017624020576477,0.47362828254699707,A
0.7060173153877258,0.5064684748649597,0.6130058765411377,0.4678966999053955,0.5472001433372498,0.38442859053611755,0.5226673483848572,0.29249244928359985,0.5291531682014465,0.21662026643753052,0.5798097252845764,0.2766023278236389,0.5569806694984436,0.21446406841278076,0.5655120015144348,0.2971949577331543,0.5788134336471558,0.32547444105148315,0.6290100812911987,0.27163857221603394,0.6059743762016296,0.21153728663921356,0.609292209148407,0.31183940172195435,0.6225796341896057,0.3281562924385071,0.6805408000946045,0.2782707214355469,0.6595175266265869,0.22708535194396973,0.6574841141700745,0.32509440183639526,0.6706056594848633,0.3424226641654968,0.7359982132911682,0.29455435276031494,0.7084558010101318,0.2554020285606384,0.6996874809265137,0.3215136229991913,0.7107710838317871,0.33973419666290283,A
0.37412118911743164,0.6046077013015747,0.43563899397850037,0.5861831903457642,0.4813506305217743,0.5044808983802795,0.49620524048805237,0.43503236770629883,0.4913484752178192,0.38005802035331726,0.4549212157726288,0.4129587709903717,0.46393805742263794,0.364437073469162,0.4625985622406006,0.4293545186519623,0.45758625864982605,0.45861175656318665,0.414567232131958,0.40705597400665283,0.42430147528648376,0.3635386526584625,0.4254586100578308,0.43850794434547424,0.41862165927886963,0.4573405981063843,0.37119269371032715,0.4140642583370209,0.38124242424964905,0.37184563279151917,0.3882451355457306,0.4440624713897705,0.3832258880138397,0.4619040787220001,0.3259546160697937,0.42794281244277954,0.3388589918613434,0.3986560106277466,0.349837064743042,0.4466721713542938,0.3475074768066406,0.4620213210582733,A
0.6856938004493713,0.503706693649292,0.5949479937553406,0.46854543685913086,0.5292544960975647,0.3857252597808838,0.5043340921401978,0.29553085565567017,0.5090457797050476,0.22067221999168396,0.5626068115234375,0.2771722972393036,0.5379723906517029,0.2178049087524414,0.5467382073402405,0.299812912940979,0.5601990222930908,0.3258117437362671,0.610184371471405,0.2710147798061371,0.5856621265411377,0.2122134119272232,0.5897292494773865,0.313064843416214,0.6033521890640259,0.32918113470077515,0.6606646776199341,0.2766653895378113,0.6392519474029541,0.2259606122970581,0.6377055048942566,0.3249936103820801,0.6507930159568787,0.34345903992652893,0.7153885364532471,0.291870653629303,0.689032256603241,0.2540965974330902,0.6793264150619507,0.3205593228340149,0.6888613104820251,0.3396398425102234,A
