landmark_0,landmark_1,landmark_2,landmark_3,landmark_4,landmark_5,landmark_6,landmark_7,landmark_8,landmark_9,landmark_10,landmark_11,landmark_12,landmark_13,landmark_14,landmark_15,landmark_16,landmark_17,landmark_18,landmark_19,landmark_20,landmark_21,landmark_22,landmark_23,landmark_24,landmark_25,landmark_26,landmark_27,landmark_28,landmark_29,landmark_30,landmark_31,landmark_32,landmark_33,landmark_34,landmark_35,landmark_36,landmark_37,landmark_38,landmark_39,landmark_40,landmark_41,class
0.269020676612854,0.6278123259544373,0.34516701102256775,0.5963877439498901,0.39278340339660645,0.47016850113868713,0.4084119200706482,0.3585883378982544,0.41597282886505127,0.2759382426738739,0.34749433398246765,0.3419538140296936,0.3284282088279724,0.25335603952407837,0.32966241240501404,0.34150591492652893,0.3395729959011078,0.3954806923866272,0.28815585374832153,0.34199029207229614,0.2697448432445526,0.25734686851501465,0.27900201082229614,0.36489176750183105,0.29676222801208496,0.3976587653160095,0.2338641881942749,0.3543824851512909,0.2141478806734085,0.2639733850955963,0.22684058547019958,0.3578217327594757,0.2425956428050995,0.3961524963378906,0.18472421169281006,0.3780662417411804,0.16734735667705536,0.30795979499816895,0.1781398206949234,0.36135488748550415,0.19030526280403137,0.3936246931552887,A
0.26704075932502747,0.6260699033737183,0.343561053276062,0.5941927433013916,0.3914392590522766,0.46942785382270813,0.40470677614212036,0.35605427622795105,0.4145813286304474,0.27453702688217163,0.34971168637275696,0.34331607818603516,0.3280133903026581,0.2565474510192871,0.32775846123695374,0.34500038623809814,0.3388208746910095,0.3950357139110565,0.2895795404911041,0.3423938751220703,0.2690315544605255,0.25906360149383545,0.2791804075241089,0.36841899156570435,0.29740315675735474,0.4019843637943268,0.2344665825366974,0.3534006178379059,0.21421173214912415,0.26465559005737305,0.22766590118408203,0.36243221163749695,0.2435237467288971,0.40122294425964355,0.18462471663951874,0.375465452671051,0.16703751683235168,0.3074081242084503,0.17886929214000702,0.36490800976753235,0.1916741579771042,0.39695030450820923,A
0.2511247396469116,0.6267420053482056,0.3274500072002411,0.5940175652503967,0.3730468451976776,0.4691121578216553,0.38512909412384033,0.35403648018836975,0.39372682571411133,0.26989519596099854,0.3276090621948242,0.3414812684059143,0.3081839382648468,0.25464189052581787,0.30929338932037354,0.34108129143714905,0.3201383054256439,0.39730560779571533,0.26907119154930115,0.3420790433883667,0.24918274581432343,0.2596118748188019,0.2574875056743622,0.36315611004829407,0.2748901844024658,0.3985026776790619,0.21582141518592834,0.35570308566093445,0.1951507031917572,0.26803576946258545,0.20752394199371338,0.3595709204673767,0.2234550416469574,0.3993765115737915,0.16760194301605225,0.3815649449825287,0.14709270000457764,0.31253668665885925,0.15888819098472595,0.36376744508743286,0.17291326820850372,0.3959493041038513,A
0.24712392687797546,0.6263459920883179,0.3266738951206207,0.5868598818778992,0.36997127532958984,0.4632088541984558,0.3822759687900543,0.3492209017276764,0.39053770899772644,0.2630494236946106,0.3267257809638977,0.3398951292037964,0.30165353417396545,0.255874365568161,0.30456942319869995,0.3442964553833008,0.32037147879600525,0.39381223917007446,0.26726967096328735,0.34013795852661133,0.2451421022415161,0.25647348165512085,0.2558385133743286,0.36480239033699036,0.27683019638061523,0.39542514085769653,0.2139488160610199,0.35290199518203735,0.19152703881263733,0.2601511478424072,0.203813374042511,0.3575301170349121,0.2211645245552063,0.3960798978805542,0.16642019152641296,0.3773168921470642,0.1438993513584137,0.30645087361335754,0.15482749044895172,0.362050861120224,0.16910748183727264,0.39452046155929565,A
0.24712392687797546,0.6263459920883179,0.3266738951206207,0.5868598818778992,0.36997127532958984,0.4632088541984558,0.3822759687900543,0.3492209017276764,0.39053770899772644,0.2630494236946106,0.3267257809638977,0.3398951292037964,0.30165353417396545,0.255874365568161,0.30456942319869995,0.3442964553833008,0.32037147879600525,0.39381223917007446,0.26726967096328735,0.34013795852661133,0.2451421022415161,0.25647348165512085,0.2558385133743286,0.36480239033699036,0.27683019638061523,0.39542514085769653,0.2139488160610199,0.35290199518203735,0.19152703881263733,0.2601511478424072,0.203813374042511,0.3575301170349121,0.2211645245552063,0.3960798978805542,0.16642019152641296,0.3773168921470642,0.1438993513584137,0.30645087361335754,0.15482749044895172,0.362050861120224,0.16910748183727264,0.39452046155929565,A
0.23907136917114258,0.6170147657394409,0.3155974745750427,0.5833306908607483,0.36644330620765686,0.45879116654396057,0.3799549341201782,0.3422664403915405,0.3882213234901428,0.25838446617126465,0.32217270135879517,0.3265933394432068,0.2997315227985382,0.2474565953016281,0.3001099228858948,0.3368474841117859,0.312595009803772,0.38403573632240295,0.2616862654685974,0.32696616649627686,0.24103233218193054,0.24824318289756775,0.24987702071666718,0.3586932420730591,0.26716354489326477,0.3876509964466095,0.20761150121688843,0.34084975719451904,0.1860676407814026,0.2565557360649109,0.19949249923229218,0.355117529630661,0.21539553999900818,0.39132460951805115,0.15861615538597107,0.367280513048172,0.14095422625541687,0.301389217376709,0.15228542685508728,0.3595704138278961,0.16407375037670135,0.39121007919311523,A
0.23596082627773285,0.5971165895462036,0.3106069266796112,0.5738306045532227,0.35949164628982544,0.4485465884208679,0.37254393100738525,0.33307191729545593,0.3843517601490021,0.2490256428718567,0.3160877227783203,0.3261049687862396,0.2900663912296295,0.23691606521606445,0.29318881034851074,0.32346370816230774,0.3075530529022217,0.37185949087142944,0.2553596496582031,0.3259371519088745,0.23375359177589417,0.24075981974601746,0.2451387196779251,0.3468175530433655,0.2650740444660187,0.3744819462299347,0.20131507515907288,0.3381800055503845,0.18206113576889038,0.2456594854593277,0.19510459899902344,0.34052222967147827,0.21295005083084106,0.3750489056110382,0.1525552123785019,0.36287468671798706,0.13527972996234894,0.2943795323371887,0.14580215513706207,0.34911975264549255,0.1565495878458023,0.3784449100494385,A
0.23000341653823853,0.5922420024871826,0.30623582005500793,0.5646663308143616,0.3546571433544159,0.4402473568916321,0.3700377643108368,0.3239992558956146,0.380322128534317,0.24195276200771332,0.31137990951538086,0.3090801537036896,0.2864093780517578,0.22739729285240173,0.2863677442073822,0.3131311535835266,0.2997972369194031,0.3614068329334259,0.251752108335495,0.3082105815410614,0.22714051604270935,0.23039716482162476,0.23526498675346375,0.3371868431568146,0.2566390931606293,0.36352309584617615,0.19840052723884583,0.32018083333969116,0.1758861243724823,0.23553548753261566,0.1864868551492691,0.3283907175064087,0.2042658030986786,0.3611178696155548,0.15157587826251984,0.3445018529891968,0.1297503411769867,0.2752302289009094,0.13603106141090393,0.3258383274078369,0.1471361219882965,0.353292316198349,A
0.22543445229530334,0.5785426497459412,0.30264991521835327,0.5517851114273071,0.3529589772224426,0.42947399616241455,0.3681185245513916,0.3135260045528412,0.37952661514282227,0.23180784285068512,0.3088832497596741,0.29646092653274536,0.28190281987190247,0.21205919981002808,0.2831251621246338,0.3001386821269989,0.29843929409980774,0.34927886724472046,0.25053471326828003,0.2968273460865021,0.2249157577753067,0.21803192794322968,0.23500998318195343,0.3255874514579773,0.25739437341690063,0.352130651473999,0.19819128513336182,0.3088267743587494,0.1745823621749878,0.22608667612075806,0.1867363601922989,0.32065871357917786,0.20638900995254517,0.3532853424549103,0.15109021961688995,0.3319705128669739,0.12935440242290497,0.2652747631072998,0.13839426636695862,0.31954097747802734,0.1518620401620865,0.3483908176422119,A
0.22543445229530334,0.5785426497459412,0.30264991521835327,0.5517851114273071,0.3529589772224426,0.42947399616241455,0.3681185245513916,0.3135260045528412,0.37952661514282227,0.23180784285068512,0.3088832497596741,0.29646092653274536,0.28190281987190247,0.21205919981002808,0.2831251621246338,0.3001386821269989,0.29843929409980774,0.34927886724472046,0.25053471326828003,0.2968273460865021,0.2249157577753067,0.21803192794322968,0.23500998318195343,0.3255874514579773,0.25739437341690063,0.352130651473999,0.19819128513336182,0.3088267743587494,0.1745823621749878,0.22608667612075806,0.1867363601922989,0.32065871357917786,0.20638900995254517,0.3532853424549103,0.15109021961688995,0.3319705128669739,0.12935440242290497,0.2652747631072998,0.13839426636695862,0.31954097747802734,0.1518620401620865,0.3483908176422119,A
0.23223289847373962,0.5685214400291443,0.3100360929965973,0.5412483215332031,0.35817182064056396,0.4136143922805786,0.37292611598968506,0.2968396842479706,0.38730040192604065,0.21784009039402008,0.3117956519126892,0.28194230794906616,0.28501302003860474,0.1986285150051117,0.2888496518135071,0.28856074810028076,0.30347970128059387,0.33649370074272156,0.25441765785217285,0.2834444046020508,0.22939716279506683,0.20386317372322083,0.24278658628463745,0.31324589252471924,0.26133036613464355,0.3435646593570709,0.20151594281196594,0.296877920627594,0.17899800837039948,0.21028174459934235,0.1943642497062683,0.30957964062690735,0.21077242493629456,0.34555870294570923,0.1523178070783615,0.3204847276210785,0.1333293318748474,0.25351276993751526,0.14583231508731842,0.3123003840446472,0.15840107202529907,0.3427959382534027,A
0.24271704256534576,0.560016393661499,0.3192026913166046,0.5280927419662476,0.3714786171913147,0.39765316247940063,0.3882506191730499,0.28706201910972595,0.4029175639152527,0.2088887095451355,0.319549024105072,0.28289759159088135,0.29643481969833374,0.19587524235248566,0.3035210072994232,0.28529733419418335,0.3201305568218231,0.33356785774230957,0.265864759683609,0.2853768765926361,0.24201378226280212,0.2015112340450287,0.2571913003921509,0.30020710825920105,0.2771100401878357,0.332353800535202,0.21584421396255493,0.30001479387283325,0.19463659822940826,0.21680836379528046,0.20931416749954224,0.30415791273117065,0.22737374901771545,0.33669015765190125,0.17017953097820282,0.32518914341926575,0.15163567662239075,0.2611505389213562,0.16004732251167297,0.3103809058666229,0.16883806884288788,0.33421725034713745,A
0.26704075932502747,0.6260699033737183,0.343561053276062,0.5941927433013916,0.3914392590522766,0.46942785382270813,0.40470677614212036,0.35605427622795105,0.4145813286304474,0.27453702688217163,0.34971168637275696,0.34331607818603516,0.3280133903026581,0.2565474510192871,0.32775846123695374,0.34500038623809814,0.3388208746910095,0.3950357139110565,0.2895795404911041,0.3423938751220703,0.2690315544605255,0.25906360149383545,0.2791804075241089,0.36841899156570435,0.29740315675735474,0.4019843637943268,0.2344665825366974,0.3534006178379059,0.21421173214912415,0.26465559005737305,0.22766590118408203,0.36243221163749695,0.2435237467288971,0.40122294425964355,0.18462471663951874,0.375465452671051,0.16703751683235168,0.3074081242084503,0.17886929214000702,0.36490800976753235,0.1916741579771042,0.39695030450820923,A
